Unnamed: 0.1,Unnamed: 0,id_empleado,sexo,edad,ciudad,departamento,salario,fecha_ingreso,evaluacion_desempeno,modalidad,estado_civil
134,275,13883,m,36,GYE,Ventas,123169.0,2018-07-05,4,presencial,Soltero
135,545,20748,F,34,guayaquil,Operaciones,23116.0,07/09/2024,2,presencial,Soltero
136,235,24389,m,36,guayaquil,Operaciones,7000.0,2016-09-09,5,presencial,Casado
137,496,75591,F,26,Guayaquil,Tecnologia,220043.0,2023-10-26,4,remoto,Soltero
138,405,28065,F,44,quito,Operaciones,431675.0,2018-11-20,3,presencial,Casado
139,866,53134,m,34,guayaquil,Marketing,107269.0,02/11/2015,5,presencial,Casado
140,352,78921,m,34,quito,Operaciones,188684.0,2020-12-11,3,presencial,Soltero
141,811,93587,M,54,Guayaquil,Ventas,49468.0,"Nov 26, 2024",4,presencial,Casado
142,446,87698,F,44,Guayaquil,Ventas,110376.0,14/02/2023,3,presencial,Casado
143,336,71636,M,36,GYE,Tecnologia,408816.0,2023-03-29,1,remoto,Soltero
144,864,75527,F,41,quito,Marketing,120851.0,28/08/2020,3,presencial,Casado
145,438,26260,M,41,guayaquil,Tecnologia,363811.0,2017-12-11,4,hibrido,Soltero
146,283,89096,M,42,quito,Marketing,102158.0,"Oct 23, 2023",2,presencial,Divorciado
147,106,43027,M,43,GYE,Operaciones,158842.0,23/03/2025,2,presencial,Casado
148,920,51304,M,40,quito,Marketing,270711.0,2016-06-29,4,presencial,Divorciado
149,404,75263,m,35,UIO,Finanzas,42595.0,2017-06-14,3,presencial,Union Libre
150,153,52009,M,34,Guayaquil,Operaciones,223727.0,2023-04-14,3,presencial,Casado
151,794,77012,female,38,GYE,Ventas,32105.0,2021-01-18,1,presencial,Casado
152,39,68537,F,54,Guayaquil,Tecnologia,163279.0,2019-07-08,2,remoto,Soltero
153,268,52851,M,31,GYE,Operaciones,206968.0,2025-10-10,3,presencial,Casado
154,226,54793,M,31,quito,Finanzas,19721.0,28/06/2025,4,presencial,Soltero
155,675,51258,m,51,GYE,Tecnologia,318677.0,2019-08-09,3,remoto,Soltero
156,879,42403,M,37,guayaquil,Finanzas,182692.0,13/02/2015,2,remoto,Soltero
157,244,10886,M,44,Guayaquil,Tecnologia,26918.0,2023-01-22,5,remoto,Casado
158,144,66785,M,30,GYE,Ventas,273504.0,2022-01-13,3,presencial,Union Libre
159,224,20346,F,43,guayaquil,Tecnologia,310379.0,28/01/2019,5,hibrido,Casado
160,927,12748,female,39,GYE,Ventas,384347.0,2023-08-26,3,presencial,Union Libre
161,552,59592,m,49,Guayaquil,Operaciones,123375.0,2021-01-21,5,remoto,Casado
162,161,56042,F,42,UIO,Operaciones,122542.0,22/01/2020,1,presencial,Soltero
163,698,23962,F,37,quito,Operaciones,195449.0,14/04/2024,4,presencial,Casado
164,471,50687,M,28,quito,Operaciones,167406.0,2019-05-13,4,presencial,Soltero
165,108,92711,F,30,Guayaquil,Ventas,104167.0,2016-04-12,3,hibrido,Union Libre
166,664,24322,M,47,UIO,Tecnologia,555095.0,"Sep 24, 2020",3,hibrido,Union Libre
167,396,31355,M,29,guayaquil,Finanzas,365431.0,"Apr 05, 2019",4,hibrido,Soltero
168,751,22855,m,39,guayaquil,Operaciones,13928.0,"Nov 14, 2017",4,hibrido,Soltero
169,482,58917,M,35,Guayaquil,RRHH,113848.0,03/12/2021,2,hibrido,Divorciado
170,658,43859,m,32,quito,Finanzas,206699.0,2025-02-12,4,presencial,Casado
171,78,86792,m,36,UIO,Marketing,130504.0,2024-07-15,1,hibrido,Union Libre
172,277,75928,female,39,Guayaquil,Tecnologia,378141.0,13/02/2026,5,remoto,Soltero
173,486,80307,m,43,guayaquil,Tecnologia,238289.0,04/09/2020,5,remoto,Soltero
174,242,76366,F,27,GYE,Ventas,340516.0,15/08/2021,4,hibrido,Union Libre
175,151,78212,female,45,UIO,Ventas,270547.0,2017-12-02,3,presencial,Casado
176,477,64262,female,36,Guayaquil,Ventas,440275.0,2022-02-26,4,presencial,Union Libre
177,227,19563,M,44,UIO,Ventas,35006.0,24/08/2017,4,presencial,Union Libre
178,606,26510,m,29,Guayaquil,Marketing,116474.0,2015-07-17,5,presencial,Soltero
179,716,21388,m,35,guayaquil,Finanzas,240311.0,"Jan 22, 2016",5,presencial,Soltero
180,646,54355,M,31,Guayaquil,Ventas,228785.0,13/02/2024,3,presencial,Divorciado
181,462,21832,female,25,guayaquil,Tecnologia,408607.0,"Oct 02, 2021",1,presencial,Union Libre
182,709,38337,m,40,quito,Ventas,18127.0,04/10/2021,3,presencial,Soltero
183,205,14005,m,30,guayaquil,Finanzas,353851.0,2017-01-03,4,presencial,Casado
184,663,94899,F,41,UIO,Tecnologia,306585.0,"Aug 27, 2022",5,hibrido,Casado
185,113,50111,m,32,Guayaquil,Ventas,7000.0,19/03/2022,3,hibrido,Casado
186,217,46497,F,44,guayaquil,RRHH,177455.0,"Nov 30, 2019",3,presencial,Union Libre
187,868,23532,F,29,guayaquil,Ventas,178839.0,28/07/2022,4,presencial,Soltero
188,253,80267,m,32,guayaquil,Operaciones,493609.0,29/04/2023,3,presencial,Casado
189,169,19702,F,51,Guayaquil,Tecnologia,183668.0,2025-09-05,3,hibrido,Soltero
190,750,20728,female,37,GYE,Tecnologia,30609.0,2022-04-21,5,remoto,Union Libre
191,810,89885,M,43,Guayaquil,RRHH,159585.0,2022-12-05,4,presencial,Soltero
192,612,97050,F,31,Guayaquil,Marketing,237023.0,19/02/2023,3,presencial,Union Libre
193,592,50648,m,50,GYE,Operaciones,222845.0,2015-07-02,2,presencial,Casado
194,46,18530,M,40,quito,Tecnologia,613121.0,12/03/2025,3,remoto,Union Libre
195,882,81758,M,40,quito,Tecnologia,541379.0,2023-07-16,4,hibrido,Union Libre
196,895,59664,M,38,Guayaquil,Tecnologia,308105.0,20/03/2017,4,remoto,Casado
197,674,63599,female,40,guayaquil,Finanzas,539453.0,13/06/2024,3,presencial,Casado
198,730,27361,female,31,Guayaquil,RRHH,291536.0,01/09/2015,1,presencial,Casado
199,422,73980,F,41,guayaquil,Tecnologia,253986.0,2023-10-14,3,remoto,Union Libre
200,758,70167,m,30,Guayaquil,Ventas,116436.0,2024-03-19,3,presencial,Union Libre
201,625,95237,female,36,UIO,Finanzas,766269.0,2023-10-09,1,presencial,Casado
202,317,56719,M,37,Guayaquil,Finanzas,247216.0,2015-11-13,2,presencial,Casado
203,413,96484,M,44,quito,Marketing,80000.0,25/07/2020,3,presencial,Casado
204,44,93523,M,40,Guayaquil,Operaciones,183809.0,12/07/2016,1,presencial,Soltero
205,792,15685,female,37,guayaquil,Tecnologia,295945.0,2024-12-26,3,hibrido,Union Libre
206,124,49325,m,39,UIO,Tecnologia,34169.0,"Jul 03, 2022",3,hibrido,Soltero
207,755,79539,m,31,UIO,Tecnologia,260389.0,14/12/2018,3,remoto,Casado
208,400,88406,F,25,Guayaquil,Marketing,245669.0,2019-09-22,4,presencial,Soltero
209,542,40250,F,22,Guayaquil,Operaciones,311301.0,2022-09-18,3,presencial,Union Libre
210,668,25200,M,34,Guayaquil,Tecnologia,291367.0,01/07/2017,4,remoto,Casado
211,786,20978,M,39,guayaquil,RRHH,184759.0,"May 24, 2021",4,presencial,Soltero
212,337,96932,m,39,Guayaquil,Ventas,120838.0,2017-12-20,3,hibrido,Soltero
213,479,50176,F,30,Guayaquil,Ventas,422245.0,11/11/2019,4,hibrido,Union Libre
214,341,22458,F,31,Guayaquil,Finanzas,177684.0,16/03/2019,4,presencial,Soltero
215,657,43485,M,43,GYE,RRHH,108797.0,2024-06-05,1,presencial,Casado
216,754,18364,F,34,quito,Tecnologia,247477.0,02/04/2017,3,hibrido,Casado
217,525,57555,m,42,guayaquil,Tecnologia,389559.0,20/08/2020,4,hibrido,Casado
218,898,96998,female,54,UIO,Finanzas,206252.0,2024-02-10,3,presencial,Casado
219,514,48068,F,54,Guayaquil,Finanzas,80000.0,2021-09-19,5,presencial,Union Libre
220,589,48882,F,34,GYE,Operaciones,155591.0,23/03/2018,3,remoto,Casado
221,301,37758,M,31,quito,Operaciones,197794.0,2017-08-21,4,hibrido,Soltero
222,708,92963,m,34,quito,Operaciones,97424.0,07/10/2022,3,presencial,Casado
223,541,65028,female,36,guayaquil,Tecnologia,391672.0,"May 29, 2019",3,hibrido,Soltero
224,333,56999,female,40,Guayaquil,Ventas,210542.0,2020-11-18,4,remoto,Casado
225,919,87686,m,34,GYE,Tecnologia,702164.0,"May 08, 2017",3,hibrido,Union Libre
226,687,27342,M,34,Guayaquil,Finanzas,18190.0,2024-01-14,2,presencial,Union Libre
227,876,70401,M,36,guayaquil,Operaciones,230549.0,2018-03-29,3,presencial,Union Libre
228,308,47383,female,51,Guayaquil,Tecnologia,357247.0,29/11/2023,3,hibrido,Divorciado
229,749,91866,F,30,GYE,Finanzas,533674.0,2019-01-02,2,hibrido,Union Libre
230,132,43153,F,26,Guayaquil,Finanzas,481822.0,2021-12-15,4,presencial,Soltero
231,570,22068,female,36,guayaquil,Operaciones,159116.0,08/05/2022,4,presencial,Casado
232,429,79520,M,44,guayaquil,Operaciones,162389.0,2015-10-12,1,hibrido,Casado
233,889,49904,M,37,Guayaquil,Tecnologia,331577.0,2021-07-19,3,remoto,Casado
234,948,48796,M,31,guayaquil,Operaciones,43830.0,18/01/2016,3,presencial,Soltero
235,909,54707,female,27,Guayaquil,Operaciones,243386.0,20/09/2018,3,presencial,Soltero
236,833,72966,M,44,quito,Operaciones,232811.0,2026-02-02,3,presencial,Casado
237,425,33521,F,39,guayaquil,Operaciones,118458.0,"Jun 07, 2021",4,hibrido,Soltero
238,29,25373,female,42,Guayaquil,Operaciones,234744.0,2016-06-27,1,hibrido,Soltero
239,156,11416,M,48,guayaquil,Finanzas,445157.0,2021-03-05,3,remoto,Casado
240,28,18595,m,42,UIO,Tecnologia,295346.0,08/11/2019,3,remoto,Casado
241,70,92898,female,25,Guayaquil,Tecnologia,200156.0,14/09/2025,4,remoto,Union Libre
242,260,77789,F,43,Guayaquil,Tecnologia,359243.0,2019-01-06,4,hibrido,Soltero
243,296,98392,M,27,quito,Ventas,550612.0,2020-07-15,4,presencial,Soltero
244,683,38492,F,40,guayaquil,Ventas,120061.0,04/09/2020,2,hibrido,Union Libre
245,273,79574,m,37,UIO,Finanzas,755433.0,2018-09-06,3,hibrido,Casado
246,640,31503,M,24,quito,Tecnologia,262709.0,2015-01-22,4,remoto,Casado
247,513,79837,F,43,GYE,Tecnologia,613494.0,2024-12-25,5,remoto,Casado
248,133,38966,female,31,Guayaquil,Tecnologia,348567.0,2024-02-18,2,remoto,Soltero
249,118,30855,m,27,Guayaquil,Tecnologia,345732.0,2019-01-16,4,remoto,Soltero
250,799,70266,female,32,GYE,Tecnologia,431201.0,2025-09-10,3,remoto,Union Libre
251,139,19771,m,34,GYE,Finanzas,250105.0,2022-06-27,4,presencial,Union Libre
252,110,61994,F,32,GYE,Ventas,94834.0,"Dec 31, 2021",3,presencial,Soltero
253,601,66745,m,23,guayaquil,Tecnologia,124767.0,30/06/2025,3,hibrido,Soltero
254,323,99440,M,42,guayaquil,Ventas,471519.0,05/01/2021,3,presencial,Casado
255,261,31550,F,29,guayaquil,Operaciones,106063.0,31/12/2017,5,hibrido,Soltero
256,491,49498,M,42,GYE,Operaciones,176296.0,2026-01-05,3,presencial,Soltero
257,203,84452,female,54,guayaquil,Tecnologia,284012.0,2021-02-10,4,remoto,Union Libre
258,375,20212,M,39,guayaquil,Ventas,386354.0,2025-01-27,1,presencial,Soltero
259,700,51119,M,27,GYE,Finanzas,18805.0,03/05/2019,3,presencial,Soltero
260,293,22063,m,32,quito,Ventas,206707.0,2024-12-17,3,remoto,Casado
261,239,14962,M,38,UIO,Tecnologia,318277.0,2022-09-15,4,remoto,Soltero
262,502,51020,female,32,guayaquil,Tecnologia,227779.0,2024-04-27,3,hibrido,Union Libre
263,613,42672,female,44,GYE,RRHH,168451.0,18/11/2017,3,presencial,Divorciado
264,933,82013,m,43,GYE,Operaciones,152313.0,23/11/2021,5,presencial,Union Libre
265,373,72105,M,41,quito,Finanzas,28860.0,2021-09-14,3,presencial,Soltero
266,119,56472,F,40,GYE,Operaciones,182866.0,2018-03-01,3,presencial,Soltero
267,125,58368,F,51,UIO,Tecnologia,38663.0,2021-12-09,5,hibrido,Casado
268,855,51543,m,25,quito,Ventas,327378.0,20/09/2016,3,presencial,Soltero
269,333,56999,female,40,Guayaquil,Ventas,210542.0,2020-11-18,4,remoto,Casado
270,523,92625,m,37,Guayaquil,Tecnologia,168072.0,2023-03-13,3,remoto,Casado
271,128,86119,M,28,quito,Finanzas,155857.0,23/07/2016,4,presencial,Union Libre
272,827,16049,m,31,quito,Ventas,375377.0,2021-06-23,4,presencial,Divorciado
273,832,27942,M,29,UIO,RRHH,121639.0,23/10/2017,3,presencial,Casado
274,85,27815,m,21,Guayaquil,Tecnologia,208262.0,03/11/2016,1,presencial,Soltero
275,607,35969,female,34,guayaquil,Operaciones,130276.0,03/01/2021,3,presencial,Union Libre
276,917,11894,female,40,guayaquil,Ventas,118143.0,2017-02-22,5,presencial,Divorciado
277,7,32195,m,34,guayaquil,Finanzas,255853.0,2023-02-03,4,presencial,Union Libre
278,841,96154,m,45,Guayaquil,Tecnologia,692703.0,2018-12-03,3,hibrido,Casado
279,650,40981,m,51,UIO,Marketing,129854.0,08/12/2020,3,presencial,Soltero
280,825,18884,F,42,Guayaquil,Finanzas,281008.0,"Feb 04, 2019",4,presencial,Casado
281,847,46612,F,46,Guayaquil,Tecnologia,199713.0,"Feb 25, 2022",4,remoto,Casado
282,520,83291,m,32,guayaquil,Marketing,156976.0,2020-11-01,4,presencial,Union Libre
283,526,21488,female,35,UIO,Operaciones,277948.0,25/10/2024,4,hibrido,Casado
284,905,85826,m,30,Guayaquil,Tecnologia,739357.0,2025-10-17,4,hibrido,Casado
285,487,13809,F,21,guayaquil,Operaciones,10312.0,"Feb 09, 2020",3,hibrido,Soltero
286,547,51826,m,40,Guayaquil,Operaciones,308244.0,"Apr 17, 2021",3,presencial,Union Libre
287,152,10704,F,36,Guayaquil,Operaciones,340876.0,2022-12-27,2,remoto,Soltero
288,690,73522,m,32,quito,Operaciones,291424.0,19/01/2017,4,presencial,Union Libre
289,47,98723,female,38,guayaquil,Operaciones,16164.0,2024-05-22,2,presencial,Casado
290,780,39035,M,41,guayaquil,Tecnologia,175983.0,2023-08-10,2,presencial,Casado
291,512,24857,M,43,Guayaquil,Finanzas,256595.0,24/03/2015,4,presencial,Casado
292,420,64004,F,36,Guayaquil,Tecnologia,222323.0,12/04/2025,3,presencial,Casado
293,101,23548,m,39,quito,Finanzas,295806.0,2019-11-05,3,remoto,Casado
294,871,27874,F,39,UIO,Ventas,133403.0,2015-10-29,3,presencial,Union Libre
295,350,10492,F,35,UIO,Finanzas,422767.0,28/04/2025,3,hibrido,Casado
296,865,67228,female,39,UIO,Operaciones,258997.0,2023-05-07,3,presencial,Casado
297,899,96204,M,46,Guayaquil,RRHH,269875.0,01/04/2022,3,presencial,Casado
298,427,36530,F,45,guayaquil,Tecnologia,177948.0,"Jul 28, 2020",3,remoto,Casado
299,25,58402,m,32,GYE,Operaciones,375864.0,2016-10-12,4,presencial,Casado
300,73,65249,F,54,UIO,Operaciones,250576.0,28/11/2015,5,presencial,Casado
