Unnamed: 0.1;Unnamed: 0;id_empleado;sexo;edad;ciudad;departamento;salario;fecha_ingreso;evaluacion_desempeno;modalidad;estado_civil
115;693;70971;m;46;GYE;Finanzas;$4399,2;2020-10-08;3;presencial;Union Libre
116;4;59304;F;44;Guayaquil;Tecnologia;$1718,89;12/05/2017;4;hibrido;Divorciado
117;872;33851;female;33;quito;Ventas;$1374,91;Apr 12, 2017;5;presencial;Union Libre
118;112;18251;F;44;guayaquil;Operaciones;$2250,49;23/02/2016;3;hibrido;Union Libre
119;401;51454;M;30;Guayaquil;Tecnologia;$2679,05;06/10/2015;3;hibrido;Union Libre
120;492;48950;m;32;UIO;Tecnologia;$2640,73;Feb 27, 2022;1;remoto;Union Libre
121;886;66972;m;28;Guayaquil;Tecnologia;$1130,59;2025-01-17;3;hibrido;Union Libre
122;521;76813;M;41;UIO;Tecnologia;$2101,85;Jul 24, 2024;4;remoto;Union Libre
123;111;66247;M;25;guayaquil;Operaciones;$2914,02;30/04/2015;4;presencial;Soltero
124;793;57789;F;36;quito;Operaciones;$2101,63;2018-10-27;2;presencial;Union Libre
125;406;74783;m;26;GYE;Operaciones;$1180,63;2015-09-21;5;presencial;Soltero
126;428;63824;m;53;GYE;Ventas;$3044,03;2019-07-01;2;presencial;Union Libre
127;109;49215;F;42;Guayaquil;Marketing;$1051,97;2016-11-01;3;presencial;Casado
128;192;20370;female;35;guayaquil;Tecnologia;$8000,0;Feb 02, 2022;4;remoto;Union Libre
129;557;81041;m;37;UIO;Finanzas;$2930,95;28/07/2019;4;presencial;Casado
130;8;28698;F;40;UIO;Operaciones;$1537,52;2022-01-30;2;presencial;Casado
131;266;39452;F;33;GYE;Ventas;$2087,68;2023-10-11;5;presencial;Soltero
132;647;72116;F;37;UIO;RRHH;$2438,97;2025-06-02;3;presencial;Soltero
133;35;55051;m;35;Guayaquil;Finanzas;$3274,24;2020-11-08;3;presencial;Casado
134;275;13883;m;36;GYE;Ventas;$1231,69;2018-07-05;4;presencial;Soltero
135;545;20748;F;34;guayaquil;Operaciones;$2311,6;07/09/2024;2;presencial;Soltero
136;235;24389;m;36;guayaquil;Operaciones;$700,0;2016-09-09;5;presencial;Casado
137;496;75591;F;26;Guayaquil;Tecnologia;$2200,43;2023-10-26;4;remoto;Soltero
138;405;28065;F;44;quito;Operaciones;$4316,75;2018-11-20;3;presencial;Casado
139;866;53134;m;34;guayaquil;Marketing;$1072,69;02/11/2015;5;presencial;Casado
140;352;78921;m;34;quito;Operaciones;$1886,84;2020-12-11;3;presencial;Soltero
141;811;93587;M;54;Guayaquil;Ventas;$4946,8;Nov 26, 2024;4;presencial;Casado
142;446;87698;F;44;Guayaquil;Ventas;$1103,76;14/02/2023;3;presencial;Casado
143;336;71636;M;36;GYE;Tecnologia;$4088,16;2023-03-29;1;remoto;Soltero
144;864;75527;F;41;quito;Marketing;$1208,51;28/08/2020;3;presencial;Casado
145;438;26260;M;41;guayaquil;Tecnologia;$3638,11;2017-12-11;4;hibrido;Soltero
146;283;89096;M;42;quito;Marketing;$1021,58;Oct 23, 2023;2;presencial;Divorciado
147;106;43027;M;43;GYE;Operaciones;$1588,42;23/03/2025;2;presencial;Casado
148;920;51304;M;40;quito;Marketing;$2707,11;2016-06-29;4;presencial;Divorciado
149;404;75263;m;35;UIO;Finanzas;$4259,5;2017-06-14;3;presencial;Union Libre
150;153;52009;M;34;Guayaquil;Operaciones;$2237,27;2023-04-14;3;presencial;Casado
151;794;77012;female;38;GYE;Ventas;$3210,5;2021-01-18;1;presencial;Casado
152;39;68537;F;54;Guayaquil;Tecnologia;$1632,79;2019-07-08;2;remoto;Soltero
153;268;52851;M;31;GYE;Operaciones;$2069,68;2025-10-10;3;presencial;Casado
154;226;54793;M;31;quito;Finanzas;$1972,1;28/06/2025;4;presencial;Soltero
155;675;51258;m;51;GYE;Tecnologia;$3186,77;2019-08-09;3;remoto;Soltero
156;879;42403;M;37;guayaquil;Finanzas;$1826,92;13/02/2015;2;remoto;Soltero
157;244;10886;M;44;Guayaquil;Tecnologia;$2691,8;2023-01-22;5;remoto;Casado
158;144;66785;M;30;GYE;Ventas;$2735,04;2022-01-13;3;presencial;Union Libre
159;224;20346;F;43;guayaquil;Tecnologia;$3103,79;28/01/2019;5;hibrido;Casado
160;927;12748;female;39;GYE;Ventas;$3843,47;2023-08-26;3;presencial;Union Libre
161;552;59592;m;49;Guayaquil;Operaciones;$1233,75;2021-01-21;5;remoto;Casado
162;161;56042;F;42;UIO;Operaciones;$1225,42;22/01/2020;1;presencial;Soltero
163;698;23962;F;37;quito;Operaciones;$1954,49;14/04/2024;4;presencial;Casado
164;471;50687;M;28;quito;Operaciones;$1674,06;2019-05-13;4;presencial;Soltero
165;108;92711;F;30;Guayaquil;Ventas;$1041,67;2016-04-12;3;hibrido;Union Libre
166;664;24322;M;47;UIO;Tecnologia;$5550,95;Sep 24, 2020;3;hibrido;Union Libre
167;396;31355;M;29;guayaquil;Finanzas;$3654,31;Apr 05, 2019;4;hibrido;Soltero
168;751;22855;m;39;guayaquil;Operaciones;$1392,8;Nov 14, 2017;4;hibrido;Soltero
169;482;58917;M;35;Guayaquil;RRHH;$1138,48;03/12/2021;2;hibrido;Divorciado
170;658;43859;m;32;quito;Finanzas;$2066,99;2025-02-12;4;presencial;Casado
171;78;86792;m;36;UIO;Marketing;$1305,04;2024-07-15;1;hibrido;Union Libre
172;277;75928;female;39;Guayaquil;Tecnologia;$3781,41;13/02/2026;5;remoto;Soltero
173;486;80307;m;43;guayaquil;Tecnologia;$2382,89;04/09/2020;5;remoto;Soltero
174;242;76366;F;27;GYE;Ventas;$3405,16;15/08/2021;4;hibrido;Union Libre
175;151;78212;female;45;UIO;Ventas;$2705,47;2017-12-02;3;presencial;Casado
176;477;64262;female;36;Guayaquil;Ventas;$4402,75;2022-02-26;4;presencial;Union Libre
177;227;19563;M;44;UIO;Ventas;$3500,6;24/08/2017;4;presencial;Union Libre
178;606;26510;m;29;Guayaquil;Marketing;$1164,74;2015-07-17;5;presencial;Soltero
179;716;21388;m;35;guayaquil;Finanzas;$2403,11;Jan 22, 2016;5;presencial;Soltero
180;646;54355;M;31;Guayaquil;Ventas;$2287,85;13/02/2024;3;presencial;Divorciado
181;462;21832;female;25;guayaquil;Tecnologia;$4086,07;Oct 02, 2021;1;presencial;Union Libre
182;709;38337;m;40;quito;Ventas;$1812,7;04/10/2021;3;presencial;Soltero
183;205;14005;m;30;guayaquil;Finanzas;$3538,51;2017-01-03;4;presencial;Casado
184;663;94899;F;41;UIO;Tecnologia;$3065,85;Aug 27, 2022;5;hibrido;Casado
185;113;50111;m;32;Guayaquil;Ventas;$700,0;19/03/2022;3;hibrido;Casado
186;217;46497;F;44;guayaquil;RRHH;$1774,55;Nov 30, 2019;3;presencial;Union Libre
187;868;23532;F;29;guayaquil;Ventas;$1788,39;28/07/2022;4;presencial;Soltero
188;253;80267;m;32;guayaquil;Operaciones;$4936,09;29/04/2023;3;presencial;Casado
189;169;19702;F;51;Guayaquil;Tecnologia;$1836,68;2025-09-05;3;hibrido;Soltero
190;750;20728;female;37;GYE;Tecnologia;$3060,9;2022-04-21;5;remoto;Union Libre
191;810;89885;M;43;Guayaquil;RRHH;$1595,85;2022-12-05;4;presencial;Soltero
192;612;97050;F;31;Guayaquil;Marketing;$2370,23;19/02/2023;3;presencial;Union Libre
193;592;50648;m;50;GYE;Operaciones;$2228,45;2015-07-02;2;presencial;Casado
194;46;18530;M;40;quito;Tecnologia;$6131,21;12/03/2025;3;remoto;Union Libre
195;882;81758;M;40;quito;Tecnologia;$5413,79;2023-07-16;4;hibrido;Union Libre
196;895;59664;M;38;Guayaquil;Tecnologia;$3081,05;20/03/2017;4;remoto;Casado
197;674;63599;female;40;guayaquil;Finanzas;$5394,53;13/06/2024;3;presencial;Casado
198;730;27361;female;31;Guayaquil;RRHH;$2915,36;01/09/2015;1;presencial;Casado
199;422;73980;F;41;guayaquil;Tecnologia;$2539,86;2023-10-14;3;remoto;Union Libre
200;758;70167;m;30;Guayaquil;Ventas;$1164,36;2024-03-19;3;presencial;Union Libre
201;625;95237;female;36;UIO;Finanzas;$7662,69;2023-10-09;1;presencial;Casado
202;317;56719;M;37;Guayaquil;Finanzas;$2472,16;2015-11-13;2;presencial;Casado
203;413;96484;M;44;quito;Marketing;$8000,0;25/07/2020;3;presencial;Casado
204;44;93523;M;40;Guayaquil;Operaciones;$1838,09;12/07/2016;1;presencial;Soltero
205;792;15685;female;37;guayaquil;Tecnologia;$2959,45;2024-12-26;3;hibrido;Union Libre
206;124;49325;m;39;UIO;Tecnologia;$3416,9;Jul 03, 2022;3;hibrido;Soltero
207;755;79539;m;31;UIO;Tecnologia;$2603,89;14/12/2018;3;remoto;Casado
208;400;88406;F;25;Guayaquil;Marketing;$2456,69;2019-09-22;4;presencial;Soltero
209;542;40250;F;22;Guayaquil;Operaciones;$3113,01;2022-09-18;3;presencial;Union Libre
210;668;25200;M;34;Guayaquil;Tecnologia;$2913,67;01/07/2017;4;remoto;Casado
211;786;20978;M;39;guayaquil;RRHH;$1847,59;May 24, 2021;4;presencial;Soltero
212;337;96932;m;39;Guayaquil;Ventas;$1208,38;2017-12-20;3;hibrido;Soltero
213;479;50176;F;30;Guayaquil;Ventas;$4222,45;11/11/2019;4;hibrido;Union Libre
214;341;22458;F;31;Guayaquil;Finanzas;$1776,84;16/03/2019;4;presencial;Soltero
215;657;43485;M;43;GYE;RRHH;$1087,97;2024-06-05;1;presencial;Casado
216;754;18364;F;34;quito;Tecnologia;$2474,77;02/04/2017;3;hibrido;Casado
217;525;57555;m;42;guayaquil;Tecnologia;$3895,59;20/08/2020;4;hibrido;Casado
218;898;96998;female;54;UIO;Finanzas;$2062,52;2024-02-10;3;presencial;Casado
219;514;48068;F;54;Guayaquil;Finanzas;$8000,0;2021-09-19;5;presencial;Union Libre
220;589;48882;F;34;GYE;Operaciones;$1555,91;23/03/2018;3;remoto;Casado
221;301;37758;M;31;quito;Operaciones;$1977,94;2017-08-21;4;hibrido;Soltero
222;708;92963;m;34;quito;Operaciones;$974,24;07/10/2022;3;presencial;Casado
223;541;65028;female;36;guayaquil;Tecnologia;$3916,72;May 29, 2019;3;hibrido;Soltero
224;333;56999;female;40;Guayaquil;Ventas;$2105,42;2020-11-18;4;remoto;Casado
225;919;87686;m;34;GYE;Tecnologia;$7021,64;May 08, 2017;3;hibrido;Union Libre
226;687;27342;M;34;Guayaquil;Finanzas;$1819,0;2024-01-14;2;presencial;Union Libre
227;876;70401;M;36;guayaquil;Operaciones;$2305,49;2018-03-29;3;presencial;Union Libre
228;308;47383;female;51;Guayaquil;Tecnologia;$3572,47;29/11/2023;3;hibrido;Divorciado
229;749;91866;F;30;GYE;Finanzas;$5336,74;2019-01-02;2;hibrido;Union Libre
230;132;43153;F;26;Guayaquil;Finanzas;$4818,22;2021-12-15;4;presencial;Soltero
231;570;22068;female;36;guayaquil;Operaciones;$1591,16;08/05/2022;4;presencial;Casado
232;429;79520;M;44;guayaquil;Operaciones;$1623,89;2015-10-12;1;hibrido;Casado
233;889;49904;M;37;Guayaquil;Tecnologia;$3315,77;2021-07-19;3;remoto;Casado
234;948;48796;M;31;guayaquil;Operaciones;$4383,0;18/01/2016;3;presencial;Soltero
235;909;54707;female;27;Guayaquil;Operaciones;$2433,86;20/09/2018;3;presencial;Soltero
236;833;72966;M;44;quito;Operaciones;$2328,11;2026-02-02;3;presencial;Casado
237;425;33521;F;39;guayaquil;Operaciones;$1184,58;Jun 07, 2021;4;hibrido;Soltero
238;29;25373;female;42;Guayaquil;Operaciones;$2347,44;2016-06-27;1;hibrido;Soltero
239;156;11416;M;48;guayaquil;Finanzas;$4451,57;2021-03-05;3;remoto;Casado
240;28;18595;m;42;UIO;Tecnologia;$2953,46;08/11/2019;3;remoto;Casado
241;70;92898;female;25;Guayaquil;Tecnologia;$2001,56;14/09/2025;4;remoto;Union Libre
242;260;77789;F;43;Guayaquil;Tecnologia;$3592,43;2019-01-06;4;hibrido;Soltero
243;296;98392;M;27;quito;Ventas;$5506,12;2020-07-15;4;presencial;Soltero
244;683;38492;F;40;guayaquil;Ventas;$1200,61;04/09/2020;2;hibrido;Union Libre
245;273;79574;m;37;UIO;Finanzas;$7554,33;2018-09-06;3;hibrido;Casado
246;640;31503;M;24;quito;Tecnologia;$2627,09;2015-01-22;4;remoto;Casado
247;513;79837;F;43;GYE;Tecnologia;$6134,94;2024-12-25;5;remoto;Casado
248;133;38966;female;31;Guayaquil;Tecnologia;$3485,67;2024-02-18;2;remoto;Soltero
249;118;30855;m;27;Guayaquil;Tecnologia;$3457,32;2019-01-16;4;remoto;Soltero
250;799;70266;female;32;GYE;Tecnologia;$4312,01;2025-09-10;3;remoto;Union Libre
251;139;19771;m;34;GYE;Finanzas;$2501,05;2022-06-27;4;presencial;Union Libre
252;110;61994;F;32;GYE;Ventas;$948,34;Dec 31, 2021;3;presencial;Soltero
253;601;66745;m;23;guayaquil;Tecnologia;$1247,67;30/06/2025;3;hibrido;Soltero
254;323;99440;M;42;guayaquil;Ventas;$4715,19;05/01/2021;3;presencial;Casado
255;261;31550;F;29;guayaquil;Operaciones;$1060,63;31/12/2017;5;hibrido;Soltero
256;491;49498;M;42;GYE;Operaciones;$1762,96;2026-01-05;3;presencial;Soltero
257;203;84452;female;54;guayaquil;Tecnologia;$2840,12;2021-02-10;4;remoto;Union Libre
258;375;20212;M;39;guayaquil;Ventas;$3863,54;2025-01-27;1;presencial;Soltero
259;700;51119;M;27;GYE;Finanzas;$1880,5;03/05/2019;3;presencial;Soltero
260;293;22063;m;32;quito;Ventas;$2067,07;2024-12-17;3;remoto;Casado
261;239;14962;M;38;UIO;Tecnologia;$3182,77;2022-09-15;4;remoto;Soltero
262;502;51020;female;32;guayaquil;Tecnologia;$2277,79;2024-04-27;3;hibrido;Union Libre
263;613;42672;female;44;GYE;RRHH;$1684,51;18/11/2017;3;presencial;Divorciado
264;933;82013;m;43;GYE;Operaciones;$1523,13;23/11/2021;5;presencial;Union Libre
265;373;72105;M;41;quito;Finanzas;$2886,0;2021-09-14;3;presencial;Soltero
266;119;56472;F;40;GYE;Operaciones;$1828,66;2018-03-01;3;presencial;Soltero
267;125;58368;F;51;UIO;Tecnologia;$3866,3;2021-12-09;5;hibrido;Casado
268;855;51543;m;25;quito;Ventas;$3273,78;20/09/2016;3;presencial;Soltero
269;333;56999;female;40;Guayaquil;Ventas;$2105,42;2020-11-18;4;remoto;Casado
270;523;92625;m;37;Guayaquil;Tecnologia;$1680,72;2023-03-13;3;remoto;Casado
271;128;86119;M;28;quito;Finanzas;$1558,57;23/07/2016;4;presencial;Union Libre
272;827;16049;m;31;quito;Ventas;$3753,77;2021-06-23;4;presencial;Divorciado
273;832;27942;M;29;UIO;RRHH;$1216,39;23/10/2017;3;presencial;Casado
274;85;27815;m;21;Guayaquil;Tecnologia;$2082,62;03/11/2016;1;presencial;Soltero
275;607;35969;female;34;guayaquil;Operaciones;$1302,76;03/01/2021;3;presencial;Union Libre
276;917;11894;female;40;guayaquil;Ventas;$1181,43;2017-02-22;5;presencial;Divorciado
277;7;32195;m;34;guayaquil;Finanzas;$2558,53;2023-02-03;4;presencial;Union Libre
278;841;96154;m;45;Guayaquil;Tecnologia;$6927,03;2018-12-03;3;hibrido;Casado
279;650;40981;m;51;UIO;Marketing;$1298,54;08/12/2020;3;presencial;Soltero
280;825;18884;F;42;Guayaquil;Finanzas;$2810,08;Feb 04, 2019;4;presencial;Casado
281;847;46612;F;46;Guayaquil;Tecnologia;$1997,13;Feb 25, 2022;4;remoto;Casado
282;520;83291;m;32;guayaquil;Marketing;$1569,76;2020-11-01;4;presencial;Union Libre
283;526;21488;female;35;UIO;Operaciones;$2779,48;25/10/2024;4;hibrido;Casado
284;905;85826;m;30;Guayaquil;Tecnologia;$7393,57;2025-10-17;4;hibrido;Casado
285;487;13809;F;21;guayaquil;Operaciones;$1031,2;Feb 09, 2020;3;hibrido;Soltero
286;547;51826;m;40;Guayaquil;Operaciones;$3082,44;Apr 17, 2021;3;presencial;Union Libre
287;152;10704;F;36;Guayaquil;Operaciones;$3408,76;2022-12-27;2;remoto;Soltero
288;690;73522;m;32;quito;Operaciones;$2914,24;19/01/2017;4;presencial;Union Libre
289;47;98723;female;38;guayaquil;Operaciones;$1616,4;2024-05-22;2;presencial;Casado
290;780;39035;M;41;guayaquil;Tecnologia;$1759,83;2023-08-10;2;presencial;Casado
291;512;24857;M;43;Guayaquil;Finanzas;$2565,95;24/03/2015;4;presencial;Casado
292;420;64004;F;36;Guayaquil;Tecnologia;$2223,23;12/04/2025;3;presencial;Casado
293;101;23548;m;39;quito;Finanzas;$2958,06;2019-11-05;3;remoto;Casado
294;871;27874;F;39;UIO;Ventas;$1334,03;2015-10-29;3;presencial;Union Libre
